servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Ubicacion_cliente;Tecnicos_Bigtools;Horas_servicio_HHMM;Inicio_Service;Fin_service;Año
SV-000125;EQP-0085;CLI-001;Cliente 001;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobacion de batería y cargador;22/9/2025 21:00;23/9/2025 21:00;0,41;R. Soto;OK;sin_repuestos;12300;0;12300;Deposito 3 - Tolhuin;Tolhuin;Tecnico 4;0h 25min;lunes, 22 de septiembre de 2025;martes, 23 de septiembre de 2025;2025
SV-000127;EQP-0085;CLI-001;Cliente 001;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-005;Verificacion de válvulas y ajuste de luz;2/1/2025 21:00;3/1/2025 21:00;1,38;M. Gómez;OK;sin_repuestos;41400;0;41400;Deposito 3 - Tolhuin;Tolhuin;Tecnico 7;1h 23min;jueves, 2 de enero de 2025;viernes, 3 de enero de 2025;2025
SV-000140;EQP-0085;CLI-001;Cliente 001;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-006;Prueba de carga en modo manual;31/3/2025 21:00;1/4/2025 21:00;0,9;S. López;OK;sin_repuestos;27000;0;27000;Deposito 3 - Tolhuin;Tolhuin;Tecnico 5;0h 54min;lunes, 31 de marzo de 2025;martes, 1 de abril de 2025;2025
SV-000149;EQP-0085;CLI-001;Cliente 001;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;3/1/2025 21:00;4/1/2025 21:00;0,58;A. Torres;OK;sin_repuestos;17400;0;17400;Deposito 3 - Tolhuin;Tolhuin;Tecnico 6;0h 35min;viernes, 3 de enero de 2025;sábado, 4 de enero de 2025;2025
SV-000342;EQP-0067;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;25/3/2025 21:00;26/3/2025 21:00;0,84;A. Torres;OK;sin_repuestos;18480;0;18480;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 6;0h 50min;martes, 25 de marzo de 2025;miércoles, 26 de marzo de 2025;2025
SV-000385;EQP-0067;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitucion de filtro de detergente;28/2/2025 21:00;3/1/2025 21:00;1,5;R. Soto;OK;sin_repuestos;12100;0;12100;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 4;1h 30min;viernes, 28 de febrero de 2025;viernes, 3 de enero de 2025;2025
SV-000401;EQP-0067;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revision del quemador y válvula de seguridad;25/6/2025 21:00;26/6/2025 21:00;0,89;M. Ruiz;OK;sin_repuestos;19580;0;19580;Sucursal 3 - Ushuaia;Ushuaia;Tecnico 3;0h 53min;miércoles, 25 de junio de 2025;jueves, 26 de junio de 2025;2025
SV-000426;EQP-0078;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;6/2/2025 21:00;7/2/2025 21:00;0,94;M. Ruiz;OK;sin_repuestos;20680;0;20680;Planta 3 - Rio Grande;Rio Grande;Tecnico 3;0h 56min;jueves, 6 de febrero de 2025;viernes, 7 de febrero de 2025;2025
SV-000427;EQP-0078;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;3/5/2025 21:00;4/5/2025 21:00;1,19;A. Torres;OK;sin_repuestos;26180;0;26180;Planta 3 - Ushuaia;Ushuaia;Tecnico 6;1h 11min;sábado, 3 de mayo de 2025;domingo, 4 de mayo de 2025;2025
SV-000428;EQP-0078;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;5/8/2025 21:00;6/8/2025 21:00;0,92;J. Pérez;OK;sin_repuestos;20240;0;20240;Planta 3 - Ushuaia;Ushuaia;Tecnico 1;0h 55min;martes, 5 de agosto de 2025;miércoles, 6 de agosto de 2025;2025
SV-000446;EQP-0078;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitucion de filtro de detergente;30/4/2025 21:00;4/2/2025 21:00;0,72;M. Ruiz;OK;sin_repuestos;15840;0;15840;Planta 3 - Tolhuin;Tolhuin;Tecnico 3;0h 43min;miércoles, 30 de abril de 2025;martes, 4 de febrero de 2025;2025
SV-000453;EQP-0078;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;28/4/2025 21:00;29/4/2025 21:00;0,88;R. Soto;OK;sin_repuestos;19360;0;19360;Planta 3 - Tolhuin;Tolhuin;Tecnico 4;0h 53min;lunes, 28 de abril de 2025;martes, 29 de abril de 2025;2025
SV-000666;EQP-0009;CLI-009;Cliente 009;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobacion de batería y cargador;25/6/2025 21:00;26/6/2025 21:00;0,39;M. Ruiz;OK;sin_repuestos;11700;0;11700;Oficina 5 - Ushuaia;Ushuaia;Tecnico 3;0h 23min;miércoles, 25 de junio de 2025;jueves, 26 de junio de 2025;2025
SV-000667;EQP-0009;CLI-009;Cliente 009;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobacion de batería y cargador;26/9/2025 21:00;27/9/2025 21:00;0,39;R. Soto;OK;sin_repuestos;11700;0;11700;Oficina 5 - Ushuaia;Ushuaia;Tecnico 4;0h 23min;viernes, 26 de septiembre de 2025;sábado, 27 de septiembre de 2025;2025
SV-000678;EQP-0009;CLI-009;Cliente 009;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;24/6/2025 21:00;24/6/2025 21:00;0,76;M. Ruiz;OK;sin_repuestos;22800;0;22800;Oficina 5 - Tolhuin;Tolhuin;Tecnico 3;0h 46min;martes, 24 de junio de 2025;martes, 24 de junio de 2025;2025
SV-000679;EQP-0009;CLI-009;Cliente 009;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;4/10/2025 21:00;5/10/2025 21:00;0,56;J. Pérez;OK;sin_repuestos;16800;0;16800;Oficina 5 - Tolhuin;Tolhuin;Tecnico 1;0h 34min;sábado, 4 de octubre de 2025;domingo, 5 de octubre de 2025;2025
SV-000688;EQP-0009;CLI-009;Cliente 009;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;5/7/2025 21:00;6/7/2025 21:00;0,54;L. Gómez;OK;sin_repuestos;16200;0;16200;Oficina 5 - Ushuaia;Ushuaia;Tecnico 2;0h 32min;sábado, 5 de julio de 2025;domingo, 6 de julio de 2025;2025
SV-000715;EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobacion de batería y cargador;24/8/2025 21:00;25/8/2025 21:00;0,3;A. Torres;OK;sin_repuestos;9000;0;9000;Deposito 5 - Rio Grande;Rio Grande;Tecnico 6;0h 18min;domingo, 24 de agosto de 2025;lunes, 25 de agosto de 2025;2025
SV-000718;EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-005;Verificacion de válvulas y ajuste de luz;2/3/2025 21:00;3/3/2025 21:00;1,55;M. Ruiz;OK;sin_repuestos;46500;0;46500;Deposito 5 - Ushuaia;Ushuaia;Tecnico 3;1h 33min;domingo, 2 de marzo de 2025;lunes, 3 de marzo de 2025;2025
SV-000726;EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-006;Prueba de carga en modo manual;27/5/2025 21:00;28/5/2025 21:00;0,8;M. Ruiz;OK;sin_repuestos;24000;0;24000;Deposito 5 - Rio Grande;Rio Grande;Tecnico 3;0h 48min;martes, 27 de mayo de 2025;miércoles, 28 de mayo de 2025;2025
SV-000727;EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-006;Prueba de carga en modo manual;6/9/2025 21:00;7/9/2025 21:00;0,69;J. Pérez;OK;sin_repuestos;20700;0;20700;Deposito 5 - Rio Grande;Rio Grande;Tecnico 1;0h 41min;sábado, 6 de septiembre de 2025;domingo, 7 de septiembre de 2025;2025
SV-000730;EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-007;Limpieza de compartimiento y proteccion anticorrosion;5/3/2025 21:00;6/3/2025 21:00;0,46;M. Gómez;OK;sin_repuestos;13800;0;13800;Deposito 5 - Rio Grande;Rio Grande;Tecnico 7;0h 28min;miércoles, 5 de marzo de 2025;jueves, 6 de marzo de 2025;2025
SV-000734;EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-009;Ensayo general y actualizacion de firmware;23/2/2025 21:00;24/2/2025 21:00;0,89;A. Torres;OK;sin_repuestos;26700;0;26700;Deposito 5 - Tolhuin;Tolhuin;Tecnico 6;0h 53min;domingo, 23 de febrero de 2025;lunes, 24 de febrero de 2025;2025
SV-000747;EQP-0079;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;CU-006;Revision de válvulas y ajuste de holgura;5/4/2025 21:00;6/4/2025 21:00;3,19;R. Soto;OK;sin_repuestos;111650;0;111650;Taller 2 - Ushuaia;Ushuaia;Tecnico 4;3h 11min;sábado, 5 de abril de 2025;domingo, 6 de abril de 2025;2025
SV-000753;EQP-0079;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;30/9/2025 21:00;1/10/2025 21:00;0,38;A. Torres;OK;sin_repuestos;13300;0;13300;Taller 2 - Rio Grande;Rio Grande;Tecnico 6;0h 23min;martes, 30 de septiembre de 2025;miércoles, 1 de octubre de 2025;2025
SV-000756;EQP-0079;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;CU-009;Ensayo de carga y control de emisiones;30/3/2025 21:00;31/3/2025 21:00;1,88;A. Torres;OK;sin_repuestos;65800;0;65800;Taller 2 - Ushuaia;Ushuaia;Tecnico 6;1h 53min;domingo, 30 de marzo de 2025;lunes, 31 de marzo de 2025;2025
SV-000764;EQP-0086;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;CU-004;Limpieza de sistema de refrigeracion y verificacion de termostato;4/4/2025 21:00;5/4/2025 21:00;2,15;L. Gómez;OK;sin_repuestos;75250;0;75250;Planta 4 - Rio Grande;Rio Grande;Tecnico 2;2h 9min;viernes, 4 de abril de 2025;sábado, 5 de abril de 2025;2025
SV-000776;EQP-0086;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;3/7/2025 21:00;4/7/2025 21:00;0,4;A. Torres;OK;sin_repuestos;14000;0;14000;Planta 4 - Rio Grande;Rio Grande;Tecnico 6;0h 24min;jueves, 3 de julio de 2025;viernes, 4 de julio de 2025;2025
SV-000777;EQP-0086;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;26/9/2025 21:00;27/9/2025 21:00;0,5;L. Gómez;OK;sin_repuestos;17500;0;17500;Planta 4 - Rio Grande;Rio Grande;Tecnico 2;0h 30min;viernes, 26 de septiembre de 2025;sábado, 27 de septiembre de 2025;2025
SV-000779;EQP-0086;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;CU-008;Limpieza de tanque de combustible;27/3/2025 21:00;28/3/2025 21:00;2,13;J. Pérez;OK;sin_repuestos;74550;0;74550;Planta 4 - Rio Grande;Rio Grande;Tecnico 1;2h 8min;jueves, 27 de marzo de 2025;viernes, 28 de marzo de 2025;2025
SV-000793;EQP-0052;CLI-016;Cliente 016;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;5/6/2025 21:00;6/6/2025 21:00;0,57;L. Gómez;OK;sin_repuestos;19950;0;19950;Taller 1 - Rio Grande;Rio Grande;Tecnico 2;0h 34min;jueves, 5 de junio de 2025;viernes, 6 de junio de 2025;2025
SV-000794;EQP-0052;CLI-016;Cliente 016;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;27/8/2025 21:00;28/8/2025 21:00;0,72;M. Gómez;OK;sin_repuestos;25200;0;25200;Taller 1 - Rio Grande;Rio Grande;Tecnico 7;0h 43min;miércoles, 27 de agosto de 2025;jueves, 28 de agosto de 2025;2025
SV-000795;EQP-0052;CLI-016;Cliente 016;Motor Cummins;Cummins;QSB 4.5;CU-008;Limpieza de tanque de combustible;4/9/2025 21:00;5/9/2025 21:00;2,56;A. Torres;OK;sin_repuestos;89600;0;89600;Taller 1 - Rio Grande;Rio Grande;Tecnico 6;2h 34min;jueves, 4 de septiembre de 2025;viernes, 5 de septiembre de 2025;2025
SV-000905;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;6/7/2025 21:00;7/7/2025 21:00;1,16;R. Soto;OK;sin_repuestos;25520;0;25520;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 4;1h 10min;domingo, 6 de julio de 2025;lunes, 7 de julio de 2025;2025
SV-000906;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;5/10/2025 21:00;6/10/2025 21:00;0,82;M. Gómez;OK;sin_repuestos;18040;0;18040;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 7;0h 49min;domingo, 5 de octubre de 2025;lunes, 6 de octubre de 2025;2025
SV-000941;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitucion de filtro de detergente;23/6/2025 21:00;24/6/2025 21:00;0,31;S. López;OK;sin_repuestos;6820;0;6820;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 5;0h 19min;lunes, 23 de junio de 2025;martes, 24 de junio de 2025;2025
SV-000953;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revision del quemador y válvula de seguridad;23/6/2025 21:00;23/6/2025 21:00;0,92;M. Ruiz;OK;sin_repuestos;20240;0;20240;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 3;0h 55min;lunes, 23 de junio de 2025;lunes, 23 de junio de 2025;2025
SV-000974;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobacion de batería y cargador;3/1/2025 21:00;4/1/2025 21:00;0,79;M. Gómez;OK;sin_repuestos;23700;0;23700;Taller 5 - Ushuaia;Ushuaia;Tecnico 7;0h 47min;viernes, 3 de enero de 2025;sábado, 4 de enero de 2025;2025
SV-000987;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;1/1/2025 21:00;1/1/2025 21:00;0,72;L. Gómez;OK;sin_repuestos;21600;0;21600;Taller 5 - Tolhuin;Tolhuin;Tecnico 2;0h 43min;miércoles, 1 de enero de 2025;miércoles, 1 de enero de 2025;2025
SV-000989;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;27/6/2025 21:00;28/6/2025 21:00;0,62;M. Gómez;OK;sin_repuestos;18600;0;18600;Taller 5 - Rio Grande;Rio Grande;Tecnico 7;0h 37min;viernes, 27 de junio de 2025;sábado, 28 de junio de 2025;2025
SV-000990;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;22/9/2025 21:00;23/9/2025 21:00;1,5;M. Gómez;OK;sin_repuestos;24300;0;24300;Taller 5 - Rio Grande;Rio Grande;Tecnico 7;1h 30min;lunes, 22 de septiembre de 2025;martes, 23 de septiembre de 2025;2025
SV-000996;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;4/1/2025 21:00;5/1/2025 21:00;0,51;M. Ruiz;OK;sin_repuestos;15300;0;15300;Taller 5 - Rio Grande;Rio Grande;Tecnico 3;0h 31min;sábado, 4 de enero de 2025;domingo, 5 de enero de 2025;2025
SV-001011;EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;CU-004;Limpieza de sistema de refrigeracion y verificacion de termostato;26/3/2025 21:00;27/3/2025 21:00;2,02;J. Pérez;OK;sin_repuestos;70700;0;70700;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 1;2h 1min;miércoles, 26 de marzo de 2025;jueves, 27 de marzo de 2025;2025
SV-001026;EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;30/3/2025 21:00;30/3/2025 21:00;0,61;L. Gómez;OK;sin_repuestos;21350;0;21350;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 2;0h 37min;domingo, 30 de marzo de 2025;domingo, 30 de marzo de 2025;2025
SV-001027;EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;22/6/2025 21:00;23/6/2025 21:00;0,87;M. Gómez;OK;sin_repuestos;30450;0;30450;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 7;0h 52min;domingo, 22 de junio de 2025;lunes, 23 de junio de 2025;2025
SV-001028;EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;29/9/2025 21:00;30/9/2025 21:00;0,69;S. López;OK;sin_repuestos;24150;0;24150;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 5;0h 41min;lunes, 29 de septiembre de 2025;martes, 30 de septiembre de 2025;2025
SV-001246;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;6/1/2025 21:00;7/1/2025 21:00;0,89;M. Ruiz;OK;sin_repuestos;19580;0;19580;Taller 4 - Rio Grande;Rio Grande;Tecnico 3;0h 53min;lunes, 6 de enero de 2025;martes, 7 de enero de 2025;2025
SV-001247;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;3/4/2025 21:00;4/4/2025 21:00;0,85;R. Soto;OK;sin_repuestos;18700;0;18700;Taller 4 - Tolhuin;Tolhuin;Tecnico 4;0h 51min;jueves, 3 de abril de 2025;viernes, 4 de abril de 2025;2025
SV-001248;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;24/6/2025 21:00;25/6/2025 21:00;1,07;S. López;OK;sin_repuestos;23540;0;23540;Taller 4 - Rio Grande;Rio Grande;Tecnico 5;1h 4min;martes, 24 de junio de 2025;miércoles, 25 de junio de 2025;2025
SV-001280;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitucion de filtro de detergente;26/9/2025 21:00;27/9/2025 21:00;0,59;S. López;OK;sin_repuestos;12980;0;12980;Taller 4 - Ushuaia;Ushuaia;Tecnico 5;0h 35min;viernes, 26 de septiembre de 2025;sábado, 27 de septiembre de 2025;2025
SV-001283;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefaccion;3/10/2025 21:00;4/10/2025 21:00;0,88;M. Ruiz;OK;sin_repuestos;19360;0;19360;Taller 4 - Tolhuin;Tolhuin;Tecnico 3;0h 53min;viernes, 3 de octubre de 2025;sábado, 4 de octubre de 2025;2025
SV-001286;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revision del sistema el茅ctrico y termostato;30/9/2025 21:00;1/10/2025 21:00;0,82;A. Torres;OK;sin_repuestos;18040;0;18040;Taller 4 - Tolhuin;Tolhuin;Tecnico 6;0h 49min;martes, 30 de septiembre de 2025;miércoles, 1 de octubre de 2025;2025
SV-001290;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;2/4/2025 21:00;3/4/2025 21:00;1,5;S. López;OK;sin_repuestos;18260;0;18260;Taller 4 - Rio Grande;Rio Grande;Tecnico 5;1h 30min;miércoles, 2 de abril de 2025;jueves, 3 de abril de 2025;2025
SV-001291;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;2/10/2025 21:00;3/10/2025 21:00;0,77;L. Gómez;OK;sin_repuestos;16940;0;16940;Taller 4 - Rio Grande;Rio Grande;Tecnico 2;0h 46min;jueves, 2 de octubre de 2025;viernes, 3 de octubre de 2025;2025
SV-001294;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revision del quemador y válvula de seguridad;3/10/2025 21:00;4/10/2025 21:00;1,01;A. Torres;OK;sin_repuestos;22220;0;22220;Taller 4 - Ushuaia;Ushuaia;Tecnico 6;1h 1min;viernes, 3 de octubre de 2025;sábado, 4 de octubre de 2025;2025
SV-001332;EQP-0028;CLI-026;Cliente 026;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;1/2/2025 21:00;2/2/2025 21:00;0,51;M. Gómez;OK;sin_repuestos;17850;0;17850;Planta 5 - Rio Grande;Rio Grande;Tecnico 7;0h 31min;sábado, 1 de febrero de 2025;domingo, 2 de febrero de 2025;2025
SV-001333;EQP-0028;CLI-026;Cliente 026;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;22/4/2025 21:00;23/4/2025 21:00;0,7;M. Gómez;OK;sin_repuestos;24500;0;24500;Planta 5 - Tolhuin;Tolhuin;Tecnico 7;0h 42min;martes, 22 de abril de 2025;miércoles, 23 de abril de 2025;2025
SV-001370;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;24/4/2025 21:00;25/4/2025 21:00;0,98;A. Torres;OK;sin_repuestos;21560;0;21560;Planta 3 - Tolhuin;Tolhuin;Tecnico 6;0h 59min;jueves, 24 de abril de 2025;viernes, 25 de abril de 2025;2025
SV-001377;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;27/4/2025 21:00;28/4/2025 21:00;0,96;J. Pérez;OK;sin_repuestos;21120;0;21120;Planta 3 - Ushuaia;Ushuaia;Tecnico 1;0h 58min;domingo, 27 de abril de 2025;lunes, 28 de abril de 2025;2025
SV-001378;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;4/8/2025 21:00;5/8/2025 21:00;1,12;R. Soto;OK;sin_repuestos;24640;0;24640;Planta 3 - Ushuaia;Ushuaia;Tecnico 4;1h 7min;lunes, 4 de agosto de 2025;martes, 5 de agosto de 2025;2025
SV-001409;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitucion de filtro de detergente;23/4/2025 21:00;24/4/2025 21:00;0,49;M. Gómez;OK;sin_repuestos;10780;0;10780;Planta 3 - Tolhuin;Tolhuin;Tecnico 7;0h 29min;miércoles, 23 de abril de 2025;jueves, 24 de abril de 2025;2025
SV-001413;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefaccion;24/4/2025 21:00;25/4/2025 21:00;0,87;L. Gómez;OK;sin_repuestos;19140;0;19140;Planta 3 - Ushuaia;Ushuaia;Tecnico 2;0h 52min;jueves, 24 de abril de 2025;viernes, 25 de abril de 2025;2025
SV-001416;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-007;Revision del sistema el茅ctrico y termostato;23/4/2025 21:00;24/4/2025 21:00;1,17;S. López;OK;sin_repuestos;25740;0;25740;Planta 3 - Ushuaia;Ushuaia;Tecnico 5;1h 10min;miércoles, 23 de abril de 2025;jueves, 24 de abril de 2025;2025
SV-001426;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revision del quemador y válvula de seguridad;22/4/2025 21:00;23/4/2025 21:00;0,94;A. Torres;OK;sin_repuestos;20680;0;20680;Planta 3 - Ushuaia;Ushuaia;Tecnico 6;0h 56min;martes, 22 de abril de 2025;miércoles, 23 de abril de 2025;2025
SV-001429;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-010;Limpieza de tanque de detergente y prueba general;5/5/2025 21:00;5/5/2025 21:00;0,68;J. Pérez;OK;sin_repuestos;14960;0;14960;Planta 3 - Rio Grande;Rio Grande;Tecnico 1;0h 41min;lunes, 5 de mayo de 2025;lunes, 5 de mayo de 2025;2025
SV-001438;EQP-0035;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobacion de batería y cargador;23/5/2025 21:00;24/5/2025 21:00;0,47;M. Gómez;OK;sin_repuestos;14100;0;14100;Oficina 3 - Ushuaia;Ushuaia;Tecnico 7;0h 28min;viernes, 23 de mayo de 2025;sábado, 24 de mayo de 2025;2025
SV-001439;EQP-0035;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobacion de batería y cargador;27/8/2025 21:00;28/8/2025 21:00;1,5;L. Gómez;OK;sin_repuestos;13500;0;13500;Oficina 3 - Rio Grande;Rio Grande;Tecnico 2;1h 30min;miércoles, 27 de agosto de 2025;jueves, 28 de agosto de 2025;2025
SV-001444;EQP-0035;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;27/5/2025 21:00;28/5/2025 21:00;0,46;M. Gómez;OK;sin_repuestos;13800;0;13800;Oficina 3 - Ushuaia;Ushuaia;Tecnico 7;0h 28min;martes, 27 de mayo de 2025;miércoles, 28 de mayo de 2025;2025
SV-001448;EQP-0035;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;27/2/2025 21:00;28/2/2025 21:00;0,4;J. Pérez;OK;sin_repuestos;12000;0;12000;Oficina 3 - Tolhuin;Tolhuin;Tecnico 1;0h 24min;jueves, 27 de febrero de 2025;viernes, 28 de febrero de 2025;2025
