servicio_id,inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,plan_id,actividad,fecha_inicio,fecha_fin,horas_servicio,tecnico,resultado,repuestos_usados,costo_manodeobra_ars,costo_repuestos_ars,costo_total_ars,ubicacion
SV-000993,EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,01/02/2022,01/03/2022,"1,5",M. Gómez,OK,sin_repuestos,11100,0,11100,Taller 5 - Río Grande
SV-000994,EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,07/05/2022,07/06/2022,"0,54",J. Pérez,OK,sin_repuestos,16200,0,16200,Taller 5 - Río Grande
SV-000995,EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,25/12/2023,26/12/2023,"0,51",R. Soto,Reparado,sin_repuestos,15300,0,15300,Taller 5 - Tolhuin
SV-000996,EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,01/05/2025,01/06/2025,"0,51",M. Ruiz,OK,sin_repuestos,15300,0,15300,Taller 5 - Río Grande
SV-000997,EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-009,Ensayo general y actualización de firmware,25/12/2022,26/12/2022,"1,05",M. Gómez,OK,sin_repuestos,31500,0,31500,Taller 5 - Ushuaia
SV-000998,EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-009,Ensayo general y actualización de firmware,27/12/2023,27/12/2023,"1,04",M. Ruiz,OK,sin_repuestos,31200,0,31200,Taller 5 - Ushuaia
SV-000999,EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-009,Ensayo general y actualización de firmware,25/12/2024,26/12/2024,1,A. Torres,OK,sin_repuestos,30000,0,30000,Taller 5 - Ushuaia
SV-001000,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-001,Cambio de aceite y filtro de lubricación,04/04/2023,04/05/2023,"2,21",R. Soto,Reparado,aceite:17365; filtro_aceite:17994,77350,35359,112709,Sucursal 4 - Río Grande
SV-001001,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-001,Cambio de aceite y filtro de lubricación,10/07/2023,10/08/2023,"1,56",R. Soto,OK,aceite:27609; filtro_aceite:16416,54600,44025,98625,Sucursal 4 - Río Grande
SV-001002,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-001,Cambio de aceite y filtro de lubricación,04/07/2024,04/08/2024,"1,86",M. Ruiz,OK,sin_repuestos,65100,33385,98485,Sucursal 4 - Ushuaia
SV-001003,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-001,Cambio de aceite y filtro de lubricación,29/09/2024,30/09/2024,"2,61",J. Pérez,OK,aceite:34531; filtro_aceite:17595,91350,52126,143476,Sucursal 4 - Tolhuin
SV-001004,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-001,Cambio de aceite y filtro de lubricación,04/07/2025,04/07/2025,"2,1",R. Soto,Reparado,aceite:18810; filtro_aceite:10805,73500,29615,103115,Sucursal 4 - Río Grande
SV-001005,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-001,Cambio de aceite y filtro de lubricación,10/07/2025,10/08/2025,"2,56",M. Gómez,OK,aceite:21543; filtro_aceite:15564,89600,37107,126707,Sucursal 4 - Ushuaia
SV-001006,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-002,Revisión de inyectores y limpieza de bomba,04/06/2023,04/06/2023,"2,33",M. Gómez,OK,sin_repuestos,81550,0,81550,Sucursal 4 - Ushuaia
SV-001007,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-003,Sustitución de filtro de aire primario/secundario,31/03/2023,04/01/2023,"1,02",L. Gómez,Reparado,filtro_aire:17905,35700,17905,53605,Sucursal 4 - Río Grande
SV-001008,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-003,Sustitución de filtro de aire primario/secundario,24/09/2023,25/09/2023,"0,92",J. Pérez,Reparado,filtro_aire:12029,32200,12029,44229,Sucursal 4 - Tolhuin
SV-001009,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-003,Sustitución de filtro de aire primario/secundario,04/03/2024,04/04/2024,"0,94",M. Ruiz,Reparado,filtro_aire:20964,32900,20964,53864,Sucursal 4 - Tolhuin
SV-001010,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-004,Limpieza de sistema de refrigeración y verificación de termostato,27/03/2024,28/03/2024,"1,5",R. Soto,Reparado,sin_repuestos,71400,0,71400,Sucursal 4 - Ushuaia
SV-001011,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-004,Limpieza de sistema de refrigeración y verificación de termostato,27/03/2025,28/03/2025,"2,02",J. Pérez,OK,sin_repuestos,70700,0,70700,Sucursal 4 - Ushuaia
SV-001012,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,04/02/2023,04/03/2023,"0,99",A. Torres,OK,filtro_combustible:12730,34650,12730,47380,Sucursal 4 - Río Grande
SV-001013,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,10/01/2023,10/02/2023,"1,03",A. Torres,Reparado,filtro_combustible:9753,36050,9753,45803,Sucursal 4 - Río Grande
SV-001014,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,04/04/2024,04/05/2024,"0,97",L. Gómez,Reparado,filtro_combustible:13454,33950,13454,47404,Sucursal 4 - Río Grande
SV-001015,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,30/09/2024,10/01/2024,"1,15",A. Torres,OK,sin_repuestos,40250,21786,62036,Sucursal 4 - Tolhuin
SV-001016,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,30/03/2025,31/03/2025,"0,63",R. Soto,OK,filtro_combustible:23519,22050,23519,45569,Sucursal 4 - Ushuaia
SV-001017,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,28/09/2025,29/09/2025,"0,94",A. Torres,OK,filtro_combustible:16876,32900,16876,49776,Sucursal 4 - Ushuaia
SV-001018,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-006,Revisión de válvulas y ajuste de holgura,25/03/2023,26/03/2023,"2,14",L. Gómez,OK,sin_repuestos,74900,0,74900,Sucursal 4 - Tolhuin
SV-001019,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-006,Revisión de válvulas y ajuste de holgura,29/03/2024,30/03/2024,"3,07",J. Pérez,Reparado,sin_repuestos,107450,0,107450,Sucursal 4 - Ushuaia
SV-001020,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,04/05/2023,04/06/2023,"1,5",A. Torres,Reparado,sin_repuestos,8750,0,8750,Sucursal 4 - Río Grande
SV-001021,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,07/02/2023,07/03/2023,"0,34",M. Ruiz,OK,sin_repuestos,11900,0,11900,Sucursal 4 - Río Grande
SV-001022,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,10/06/2023,10/06/2023,"0,43",A. Torres,OK,sin_repuestos,15050,0,15050,Sucursal 4 - Río Grande
SV-001023,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,24/03/2024,25/03/2024,"0,63",S. López,OK,sin_repuestos,22050,0,22050,Sucursal 4 - Ushuaia
SV-001024,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,23/09/2024,24/09/2024,"0,67",M. Gómez,OK,sin_repuestos,23450,0,23450,Sucursal 4 - Ushuaia
SV-001025,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,28/12/2024,28/12/2024,"0,66",A. Torres,OK,sin_repuestos,23100,0,23100,Sucursal 4 - Ushuaia
SV-001026,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,31/03/2025,31/03/2025,"0,61",L. Gómez,OK,sin_repuestos,21350,0,21350,Sucursal 4 - Ushuaia
SV-001027,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,23/06/2025,24/06/2025,"0,87",M. Gómez,OK,sin_repuestos,30450,0,30450,Sucursal 4 - Tolhuin
SV-001028,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,30/09/2025,10/01/2025,"0,69",S. López,OK,sin_repuestos,24150,0,24150,Sucursal 4 - Ushuaia
SV-001029,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-008,Limpieza de tanque de combustible,27/03/2024,28/03/2024,"2,17",S. López,OK,sin_repuestos,75950,0,75950,Sucursal 4 - Tolhuin
SV-001030,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-009,Ensayo de carga y control de emisiones,04/01/2023,04/02/2023,"2,1",A. Torres,Reparado,sin_repuestos,73500,0,73500,Sucursal 4 - Río Grande
SV-001031,EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,CU-009,Ensayo de carga y control de emisiones,04/02/2024,04/03/2024,"1,98",A. Torres,Observaciones,sin_repuestos,69300,0,69300,Sucursal 4 - Ushuaia
SV-001032,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,01/07/2022,01/08/2022,"2,31",R. Soto,OK,aceite:17964; filtro_aceite:13245,64680,31209,95889,Sucursal 3 - Río Grande
SV-001033,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,27/03/2022,28/03/2022,"1,62",R. Soto,OK,aceite:33565; filtro_aceite:12965,45360,46530,91890,Sucursal 3 - Río Grande
SV-001034,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,07/04/2022,07/05/2022,"2,27",M. Ruiz,OK,sin_repuestos,63560,27251,90811,Sucursal 3 - Río Grande
SV-001035,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,24/09/2022,25/09/2022,"2,12",M. Gómez,OK,aceite:28617; filtro_aceite:15955,59360,44572,103932,Sucursal 3 - Río Grande
SV-001036,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,24/03/2023,25/03/2023,"1,77",A. Torres,OK,aceite:25082; filtro_aceite:13621,49560,38703,88263,Sucursal 3 - Río Grande
SV-001037,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,07/01/2023,07/02/2023,"1,93",J. Pérez,Reparado,aceite:19493; filtro_aceite:16041,54040,35534,89574,Sucursal 3 - Río Grande
SV-001038,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,27/03/2024,28/03/2024,"1,95",M. Gómez,OK,aceite:30779; filtro_aceite:13026,54600,43805,98405,Sucursal 3 - Río Grande
SV-001039,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,29/09/2024,30/09/2024,"1,56",A. Torres,OK,aceite:30305; filtro_aceite:14144,43680,44449,88129,Sucursal 3 - Río Grande
SV-001040,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,01/05/2025,01/06/2025,"1,61",M. Ruiz,OK,aceite:25247; filtro_aceite:12656,45080,37903,82983,Sucursal 3 - Río Grande
SV-001041,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,24/03/2025,25/03/2025,"2,42",M. Ruiz,Reparado,aceite:34331; filtro_aceite:11807,67760,46138,113898,Sucursal 3 - Río Grande
SV-001042,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,25/06/2025,26/06/2025,"1,82",M. Gómez,Observaciones,aceite:33924; filtro_aceite:15849,50960,49773,100733,Sucursal 3 - Río Grande
SV-001043,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,28/12/2021,29/12/2021,"1,01",L. Gómez,OK,filtro_aire:20334,28280,20334,48614,Sucursal 3 - Río Grande
SV-001044,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,29/12/2022,30/12/2022,"1,15",S. López,Observaciones,filtro_aire:22377,32200,22377,54577,Sucursal 3 - Río Grande
SV-001045,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,24/06/2023,25/06/2023,"1,01",S. López,Reparado,filtro_aire:18465,28280,18465,46745,Sucursal 3 - Río Grande
SV-001046,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,01/01/2024,01/02/2024,"0,95",M. Gómez,OK,filtro_aire:17272,26600,17272,43872,Sucursal 3 - Río Grande
SV-001047,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,25/06/2024,26/06/2024,"1,26",R. Soto,OK,sin_repuestos,35280,23037,58317,Sucursal 3 - Río Grande
SV-001048,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,31/12/2024,01/01/2025,"1,5",M. Gómez,Reparado,filtro_aire:21884,29680,21884,51564,Sucursal 3 - Río Grande
SV-001049,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,29/12/2021,30/12/2021,"1,75",M. Ruiz,Reparado,sin_repuestos,49000,0,49000,Sucursal 3 - Río Grande
SV-001050,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,04/06/2022,04/07/2022,"1,3",R. Soto,Reparado,sin_repuestos,36400,0,36400,Sucursal 3 - Río Grande
SV-001051,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,07/07/2022,07/08/2022,"1,29",S. López,OK,sin_repuestos,36120,0,36120,Sucursal 3 - Río Grande
SV-001052,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,29/09/2022,30/09/2022,"1,5",L. Gómez,OK,sin_repuestos,43400,0,43400,Sucursal 3 - Río Grande
SV-001053,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,25/12/2022,26/12/2022,"1,11",S. López,OK,sin_repuestos,31080,0,31080,Sucursal 3 - Río Grande
SV-001054,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,04/05/2023,04/06/2023,"1,2",M. Gómez,OK,sin_repuestos,33600,0,33600,Sucursal 3 - Río Grande
SV-001055,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,28/06/2023,29/06/2023,"1,55",R. Soto,OK,sin_repuestos,43400,0,43400,Sucursal 3 - Río Grande
SV-001056,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,30/09/2023,30/09/2023,"1,74",L. Gómez,Observaciones,sin_repuestos,48720,0,48720,Sucursal 3 - Río Grande
SV-001057,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,31/12/2023,01/01/2024,"1,32",A. Torres,OK,sin_repuestos,36960,0,36960,Sucursal 3 - Río Grande
SV-001058,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,04/07/2024,04/08/2024,"1,5",L. Gómez,OK,sin_repuestos,42000,0,42000,Sucursal 3 - Río Grande
SV-001059,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,24/09/2024,25/09/2024,"1,2",M. Ruiz,OK,sin_repuestos,33600,0,33600,Sucursal 3 - Río Grande
SV-001060,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,31/03/2025,04/01/2025,"1,34",M. Gómez,Observaciones,sin_repuestos,37520,0,37520,Sucursal 3 - Río Grande
SV-001061,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,10/03/2025,10/04/2025,"1,17",A. Torres,OK,sin_repuestos,32760,0,32760,Sucursal 3 - Río Grande
SV-001062,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,30/12/2021,31/12/2021,"1,08",R. Soto,OK,correas:26582,30240,26582,56822,Sucursal 3 - Río Grande
SV-001063,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,27/12/2022,28/12/2022,"1,13",R. Soto,Reparado,correas:13391,31640,13391,45031,Sucursal 3 - Río Grande
SV-001064,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,28/12/2021,29/12/2021,"1,41",R. Soto,OK,sin_repuestos,39480,0,39480,Sucursal 3 - Río Grande
SV-001065,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,26/12/2022,27/12/2022,"1,46",S. López,Observaciones,sin_repuestos,40880,0,40880,Sucursal 3 - Río Grande
SV-001066,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,01/04/2024,01/05/2024,"1,67",J. Pérez,OK,sin_repuestos,46760,0,46760,Sucursal 3 - Río Grande
SV-001067,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,07/07/2024,07/08/2024,"1,61",A. Torres,OK,sin_repuestos,45080,0,45080,Sucursal 3 - Río Grande
SV-001068,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,01/07/2022,01/07/2022,"1,08",R. Soto,Reparado,filtro_combustible:17110,30240,17110,47350,Sucursal 3 - Río Grande
SV-001069,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,04/07/2022,04/08/2022,"0,89",R. Soto,OK,filtro_combustible:18512,24920,18512,43432,Sucursal 3 - Río Grande
SV-001070,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,07/02/2022,07/02/2022,"0,91",M. Ruiz,Reparado,filtro_combustible:10023,25480,10023,35503,Sucursal 3 - Río Grande
SV-001071,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,27/09/2022,28/09/2022,"1,03",M. Ruiz,Reparado,filtro_combustible:24486,28840,24486,53326,Sucursal 3 - Río Grande
SV-001072,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,28/12/2022,28/12/2022,"1,05",L. Gómez,Reparado,filtro_combustible:13300,29400,13300,42700,Sucursal 3 - Río Grande
SV-001073,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,27/03/2023,28/03/2023,1,R. Soto,Reparado,filtro_combustible:15181,28000,15181,43181,Sucursal 3 - Río Grande
SV-001074,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,07/06/2023,07/07/2023,"1,15",S. López,Observaciones,filtro_combustible:16724,32200,16724,48924,Sucursal 3 - Río Grande
SV-001075,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,27/09/2023,28/09/2023,"0,83",A. Torres,Observaciones,filtro_combustible:11074,23240,11074,34314,Sucursal 3 - Río Grande
SV-001076,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,27/12/2023,28/12/2023,"0,94",A. Torres,OK,filtro_combustible:16017,26320,16017,42337,Sucursal 3 - Río Grande
SV-001077,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,04/07/2024,04/07/2024,"0,82",R. Soto,OK,filtro_combustible:19184,22960,19184,42144,Sucursal 3 - Río Grande
SV-001078,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,29/06/2024,30/06/2024,"0,96",M. Gómez,Reparado,filtro_combustible:18776,26880,18776,45656,Sucursal 3 - Río Grande
SV-001079,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,23/09/2024,24/09/2024,1,A. Torres,OK,filtro_combustible:23430,28000,23430,51430,Sucursal 3 - Río Grande
SV-001080,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,01/06/2025,01/07/2025,"0,98",M. Gómez,OK,filtro_combustible:11323,27440,11323,38763,Sucursal 3 - Río Grande
SV-001081,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,24/03/2025,25/03/2025,"1,07",M. Gómez,Reparado,sin_repuestos,29960,17106,47066,Sucursal 3 - Río Grande
SV-001082,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,26/06/2025,27/06/2025,"1,25",S. López,OK,filtro_combustible:20145,35000,20145,55145,Sucursal 3 - Río Grande
SV-001083,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,10/07/2025,10/08/2025,"1,05",M. Gómez,OK,filtro_combustible:18563,29400,18563,47963,Sucursal 3 - Río Grande
SV-001084,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,24/12/2021,25/12/2021,"1,12",J. Pérez,Reparado,sin_repuestos,31360,0,31360,Sucursal 3 - Río Grande
SV-001085,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,01/06/2024,01/07/2024,"1,08",L. Gómez,Observaciones,sin_repuestos,30240,0,30240,Sucursal 3 - Río Grande
SV-001086,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,25/12/2021,26/12/2021,"0,5",M. Ruiz,OK,sin_repuestos,14000,0,14000,Sucursal 3 - Río Grande
SV-001087,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,28/03/2022,29/03/2022,"0,55",S. López,OK,sin_repuestos,15400,0,15400,Sucursal 3 - Río Grande
SV-001088,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,10/05/2022,10/06/2022,"0,53",R. Soto,Reparado,sin_repuestos,14840,0,14840,Sucursal 3 - Río Grande
SV-001089,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,01/01/2023,01/01/2023,"0,57",J. Pérez,OK,sin_repuestos,15960,0,15960,Sucursal 3 - Río Grande
SV-001090,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,30/03/2023,31/03/2023,"0,42",M. Gómez,Reparado,sin_repuestos,11760,0,11760,Sucursal 3 - Río Grande
SV-001091,EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,25/06/2023,26/06/2023,"0,45",A. Torres,OK,sin_repuestos,12600,0,12600,Sucursal 3 - Río Grande
